user_id,whisky_id,points_overall,nose_text,taste_text,finish_text,nose_rating,taste_rating,finish_rating
barryfox915,1097,90.0,,,,,,
Bowmore Axel,1098,98.0,,,,,,
Furtia,1098,88.0,,,,88,86,88
stefsel111,1099,88.0,,,,87,89,88
Hvdree,1099,89.0,,,,88,90,89
JNuyts,1099,88.0,,,,86,89,89
lincolnimp,1099,77.0,,,,,,
lincolnimp,1099,77.0,,,,85,73,73
lincolnimp,1099,77.0,"Ah yes you can almost tell this is a 1981, lighter, fresher  and with a crisper, cleaner peat. (Brora in 1981 seemed to experiment with peating levels, perhaps from demands from the blendersI get mango, a little peach, honeycomb and brine, with this one the peat is in the background but there is brine and fruit taking centre stage.This has a good nose.","Slightly stunted and alcohol wise very hot, lack balance plus there are some off notes like cleaning fluid.There is a lot of peat, and it swamps everything else and yes there is an off chemical note.Its quite drying and needs water.",Long but not particularly enjoyable.,,,
Tom na Gruagaich,1099,90.0,"At first a hint of hair spray, but it passes very quickly, then a lot of oak, wax, vanilla and a hint of fruit. I admit that I can not smell any smoke or peat. With water it is much sweeter in the nose.","Strong onset, here come the first peat flavors to the fore, yes, the harsh oak, the waxy skeleton and the beautiful peat flavors, a bit bitter almond. With water, the tart aromas become more dominant. Without water, he liked me a little better.","Bitter almond, subtle peat flavors, wax, over time peatier and astringent.",,,
Zumbar,1099,90.0,,,,95,90,88
Ras Mazunga,1099,91.0,,,,,,
Bishlouk,1099,89.0,,,,,,
ColdAesthetics,1101,87.0,"Yellow and red gummy bears, lemongrass, cumin, white tea, honeydew melon, sage, tropical honey, cumin, brown sugar, papaya, quince, milk","Initially slightly musty, noticeable bitter notes unfortunately, fresh wood chips, honey, fennel, anise, peach, honeydew melon, beautiful grapes, toffee, marzipan, cumin, lemongrass","Herbs, honey, malt and oak, medium length",,,
hs305,1101,87.0,,,,,,
corbuso,1101,72.0,,,,,,
Lafroy,1107,84.0,"It starts with notes of plum, dried fruit compote, dark chocolate, something sour as well as citrus notes.","Very powerful, rich, starts with sourness, sweetness, honey, another dose of sweetness, roots, chocolate and pineapple.","Long, sweet, sour and full of cherry notes.",,,
tebond968,1112,66.0,,,,,,
Claudio + Cats,1113,89.0,,,,,,
jocmueller,1118,,,,,,,
Teresa,1118,91.0,,,,90,90,92
Mark-E,1118,91.0,,,,90,91,91
Gerrit84,1118,91.0,,,,92,91,89
dram-drinker,1118,88.0,"Intense, vanilla notes, nutty, hints of oak wood, little fragrant, spices, rose water - not bad","Punchy, fruity, good sweetness, little peaty, citric, little herbal","Long, burning, zesty, spicy, some teaish notes",89,89,87
ColdAesthetics,1118,91.0,"Very own nose, moist hay, cucumber slices, pebbles, moss, eggplant and zucchini, salt water, iodine, chalk, lemon ice, dry algae, mojito, eucalyptus, ginger, later banana and vanilla","Netted melon, kiwi, unripe banana, zucchini, wet hay, moss, chalk, papaya, avocado, eucalyptus, ginger, lime zest, algae, cucumber juice, eggplant, vanilla, toffee, light honey, salt water, very full and complex, much to discover, green tea, oiled leather, fennel, rosemary","Rosemary, lavender, ginger, anise, eucalyptus, nutmeg, white pepper, herbal honey, lime, algae, long",,,
checkpointuk,1118,92.0,,,,,,
markjedi1,1118,90.0,"Ooh, the nose is very fresh and clean on all kinds of citrus fruit – with candied lemon in a starring role – with lots of grasses and some tiger balm. It flirts with tropical fruit, making it somewhat atypical, but very charming. The peat does not even play second fiddle and offers the footlight to all the fruity, sweet characteristics of this Caol Ila. I am a fan already!","It is surprisingly sweet and fruity on the palate as well, but now ashed and soot kick in, as does some salt. Lovely spiciness on black pepper, nutmeg and liquorice. The fruit becomes even more tropical than on the nose with citrus, mango and a hint of pineapple. At it does not need water at all.",The long finish brings some sweet smokiness.,,,
Maurice_casqueteer,1118,87.0,,,,86,87,88
rpvdwel,1118,90.0,,,,89,91,90
MaltMartin,1119,87.0,"Fresh and clean. Melon and pear, some oaky influences later on.","Very sweet, fruitbomb, gentle tannins.","Long, sweet, spicy.",,,
TheCollector,1119,,,,,,,
Dris,1119,90.0,,,,90,90,89
ctu,1119,89.0,"Refined and floral. Ripe fruits, honey and citruses, spicy oak.","A lot of fruits, tannic oak and spices.","Long, fruity, spicy, oaky.",89,89,88
hs305,1120,90.0,,,,,,
Jean-Brice,1120,87.0,"Red berries, patissier, a little cleared","Hydrocarbons, fruits, smoke, almost medicinal",average,,,
addyhd,1120,88.0,,,,91,87,87
Gerrit84,1123,87.0,,,,88,88,86
Allandale,1123,86.0,"Earth yet fragrant and complex. Dried lavender,  charcoal, coconut. Good lift.","Dusty, chimney-like with a sweet centre. Explosive: almonds oil, smoked fish.",Long smoky and dry.,,,
Rozenbankje,1123,83.0,,,,82,84,83
GLEN MAUR,1123,88.0,,,,88,86,88
Furtia,1123,77.0,,,,78,80,76
Master Quill,1123,84.0,,,,,,
kot1803,1124,86.0,,,,85,85,85
bull10298,1125,87.0,,,,,,
Titi94,1125,,,,,,,
markjedi1,1128,87.0,,,,,,
dicembre29,1128,85.0,,,,,,
Foamy,1128,87.0,,,,,,
mmaclean,1128,,,,,,,
Allandale,1129,84.0,Powerful. Gorse in a sea mist.,"Salsify,asparagus.edible cactus,juicy cucumber. Very unusual. Both refreshing and appetizing ,though rather weak in the middle.","Oily,olivey and peppery.",,,
recursiewhisky,1129,,"A stale, subtle, green and refined whisky with aromas of fresh cut grass extravaganza (maybe even liquified grass), sunflowers, hay, dried flowers, hedge leafs (privet), herbal tea, green tea, acacia honey, subtle coffee, field flowers, apple, subtle spices, hint of leather, light tobacco, overripe melon, overripe pineapple and some fresh sawdust.","A soft, sweet, subtle and refined whisky with aromas of hay, again a grass extravaganza, acacia honey, cinnamon, apple, white chocolate, white pepper, ginger, dried flowers, grains, hint of tannins, earthy tones, old books, sponge, dusty tones, subtle mint tea, and a hint of oak.","A relative short end sweet finish with aromas of acacia honey, grass, hay, butter, subtle spices, cedarwood and a hint of oak.",,,
lincolnimp,1129,83.0,,,,86,84,81
lincolnimp,1129,83.0,"Definite, melon, pear and pineapple mixed with fresh sawn wood.","Its light, on white fruit like the nose indicated, jam and buttercream sponge filling and I detect a little mint which reminds me of a mojoto cocktail.Its creamy and sweet.","Approaching medium, length and sweet on icing sugar.",,,
Rom,1129,,,,,,,
cuhp,1131,86.0,"Intense with a depth. Hazelnuts, walnuts, sherry, grain, hay, shoe polisher, redcurrant.","Heavy alcohol, deep, chocolate, sherry, almonds, oranges, peat.","Delicious wood notes, spice, nuts, shoe polisher, metallic, peat.",,,
Volanne,1131,87.0,,,,,,
Thermidor,1134,,,,,,,
DocF,1134,86.0,"At first little, briefly it smells a bit older, then dry wood ... A short hint towards modern sherry ripening, almost only fruits plus vanilla, then it really gets going, full of furniture polish, resins, tree sap, iodine ointment and incense. It takes a while for the sherry to fight back, with bitter orange jam and blackberries charred in the sun.","Feels denser than usual for 43%, but immediately strikingly tannic, incense, resin, a little fir honey, bitter oranges in plenty, hot coffee, old oak wood, few fresh sawdust. Elderberry jam, burnt bread.","As if you had melted 80% cocoa chocolate on burnt bread. No thanks. Dry wood, with a lot of sucking, overripe blackberries can be lured out, well.",,,
wbarchive_465063,1134,,,,,95,94,96
malthead-sven,1138,91.0,"really spicy sherry, ripe walnuts, gingerbread, spice cake, little sulfur, just enough to enrich the aroma instead of disturbing, cocktail cherries, knight sport grape nut, with water a slightly smooth, dry bark","earthy, charcoal, nutmeg, oscillating between mild and intense, moist chocolate brownies, very viscous consistency","slightly burnt notes, almost like smoke, considerable spiciness, very mouth-watering, with a lot of dark chocolate",,,
Jour.Ray,1138,,,,,,,
Dhugal MacArdry,1139,93.0,,,,92,94,94
Prof.Schoof,1139,,,,,,,
GlenPiWi,1141,,,,,,,
ColdAesthetics,1141,92.0,"Very nice buttery, hearty, concentrated nose, rather old school sherry, nice bitter orange, floury, red apples, brown sugar, nutmeg, pipe tobacco, saffron, cinnamon, wild berries, a hint of incense sticks, oregano, leather, nice old, gentle, oak, teen notes","Pipe tobacco, coniferous wood, then the great, brown-red sweetness, almost sticky, cherry juice, wild berries, plum jam, olives, capers, sea salt, Parma ham, dark honey, candied walnuts, cinnamon, strawberries, nutmeg, a touch of black pepper","Dry berries, dates, but also fresh, red apples, herb honey, a hint of algae, very long",,,
Prof.Schoof,1141,,,,,,,
tomy63,1141,91.0,"lots of peat, chocolate, orange, candied orange, ashes, quite marine (shells, salt). Long enough to open, it lacks a little expressiveness.","much better, powerful, well-integrated alcohol, always quite oily peat, iodine, lots of sherry, chocolate, orange, spices, pepper, tobacco. Pretty dry. Not really woody and little dried fruit here.","very long, spicy, dry, still orange, barbecue smoke too.",,,
Lafroy,1141,90.0,"
The nose gives sweet expectations, tobacco, smoke, dryness, red tea, pepper, prunes, some peat, even honey and oranges. ","The taste is definitely more into tobacco, ashes, sourness, smoke, pepper, bitter taste, some leather, red tea, dryness and cigarette smoke. Don’t expect much of sweetness in mouth.","Finish is rather long, evolving and filled with ashes, smoke, sourness, pepper, a little bit of sweetness and spices.",,,
Lafroy,1141,90.0,,,,92,92,91
Hvdree,1142,82.0,,,,82,82,81
JacobaEd,1142,81.0,,,,81,81,79
Jackson05,1143,87.0,"Not a very expressive nose. A little smoke in the form of cigarette ash, some white stone fruits, but it’s muted. Simple syrup. Fairly light and summery, but pleasant.","Flavours gain steam here with the ash building along with fruity notes and some agave syrup. A tad sweet, but some nice flavours.",Keeps building to a nice robust finish. Definitely the best part for me. Nice ashtray smoke co-mingling with fruit cocktail in light syrup.,87,87,88
MaltyMillionaire,1143,88.0,"Complex sweetness, with dark honey and very faint underlying smoke, oak, and yellow fruit. Fresh.","Sweet and complex arrival. Rich honey and oak, faint smoke, white fruit, mild spice. Very balanced.",Long and sweet with linger spice and a whisper of smoke.,,,
Dre73,1144,87.0,"Fruity, some citrus, a whiff of banana. Grassy too, and some hay. Ripe apples. Pretty strong alcohol.","Strong, a lot of alcohol, pepper. Fruity as well, citrus, orange, sweet notes, honey. Very intense. Drying mouthfeel.","Still powerful, but less pickering. Fruity, citrus, winegums, Later more intense, grassy again, long warming finish.",87,87,88
stefsel111,1144,87.0,,,,87,86,87
Jackson05,1144,84.0,,,,,,
Arranthony_Moray,1144,84.0,,,,89,90,82
markjedi1,1145,,"On the nose, you'll have a hard time discerning any sherry cask influence, but given time, you will. Mostly vanilla and heather are at work here, though, followed by grain cookies. Very floral and sweet. But also a rather misplaced touch of olive oil.","Despite the high ABV, this is one easily drinkable. And very good! Vanilla, white fruits, caramel and a touch of rum.",The finish is sweet on vanilla and heather and lasts quite long.,,,
Bachess,1145,75.0,,,,,,
pere,1147,82.0,"Fruits, a bit winey, spices, tobacco leaves, smoke, a hint of ash, spicy sweetness, a bit of grass, raisins, nuts, wood tar, just a whiff of sulphur.","Fruity sweetness, smoke peat, spicy, sherry.","Peat, spices, malt, a bit of toffee, fruits, a bit roasted.",,,
schero,1147,87.0,"Light smoke, rich red fruits, strawberries and raspberries, ashen, plums","Again, the light smoke in the onset, red fruit here too, great bound alcohol, with water like strawberry juice, slightly astringent","Slight smoke, dry mouthfeel, slight hint of oak, the red fruits touch the palate, very warm",,,
Furtia,1147,81.0,,,,82,80,86
sengaia,1147,65.0,,,,,,
Calmar,1148,85.0,"Closed, wood-mineral, the smell of dried beveled grass, old weathered brickwork, slightly spirituous, generally weak.","Sweet, woody, with pepper attack in the beginning, pretty straightforward.","Red pepper, sweetness, a little dried fruit - apples, peaches, plums, grapefruit and orange peels, in the background - moderate wood bitterness.",,,
Igor,1148,87.0,"Soft and fragrant. Vanilla ice cream, maple syrup, raisins, gooseberries, cream soda, chewing gum, candied fruit.","Yoghurt, cornflakes, toast, whipped butter, cappuccino, crispy baguette, barley sugar, almonds, ale.","Green leaves, sage, dry hops, herbal tea, liquorice root, hazelnuts, green citruses, lemon rind.",,,
granella2003,1149,80.0,Soft aromas of oils and fruit with a hint of sea salt,A rich and full taste of sweet oak and red fruit,Long finish with soft oak and a hint of spice,,,
granella2003,1149,80.0,,,,,,
Black Widow,1150,,,,,,,
ALouis,1150,88.0,,,,,,
Dede,1150,85.0,"Although alcoholic, the nose starts with very sweet notes of white-fleshed fruit (pears) sprinkled with vanilla sugar. Then there are notes of very aromatic spices, such as star anise and nutmeg. Little complex for his age, but not unpleasant. It is more pleasant with a little water, its softness no longer being damaged by alcohol.","In the extension of the nose. Very vanilla and spicy (nutmeg and white pepper). The fruity is always present but greener and softened by alcohol. With a little water, it becomes more easily drinkable, less pungent, a little more fruity, but always on a green fruit a bit bitter, lacking maturity.","The finish is a little stiff, with a spicy woody that tends to dominate the other aromas and a slight vegetable bitterness.",,,
markjedi1,1151,85.0,"The nose is clean andmalty. Reminds me a bit of pastry. Lemon tart. Pears and flowers, too. Somefreshly cut grass. Rather mild, despite the almost 60%. After a few moments itbecomes a bit darker in aroma. Loads of caramel and some butter. A touch bourbonnywith a twig of mint. Diluted it becomes wrapped in citrusy notes.","The attack ispowerful and rather sharp. The lead is not for apricots, rhubarb andgooseberries. The mint becomes menthol, the lemon becomes lime, the pastrybecomes nuts. This is quite nice, but let me add some water. That takes of thesharp edges and makes it somewhat sweeter (more honey and some toffee) andhence more palatable.","Long, spicy finish.",,,
Igor,1151,88.0,"Fresh, invigorating. Rather mild, it seems, for such a high alcohol strength. Yeasty, dusty, floral, sugary, sweet pastry (baklava maybe).","Pungent. Grapefruit, menthol, spices, dried apricots, honey.","Quite durable. Explosive (like a firecracker), peppery, sulfuric notes, cloves, paprika, cardomom, lemon rind.",,,
Bachess,1151,85.0,,,,,,
ASWhisky,1152,87.0,"yellow fruits, oily, sugar, very slight alcoholic strength in the background, the sweetness reminiscent of caramel candy, almond and artificial vanilla, again oily yellow aromas, exotic fruit behind it like mango and star fruit (slightly bitter), perfume notes in the oil, mango flesh with perfume oil, intense vanilla,","ölig und fleischig, sehr intensive Aromen, die Exotenfrucht, Vanille, Parfum, helles Süßes Karamell mit Alkoholschärfe und Würzigkeit vom Holz, Mandelnote, Mandelschale gelbe Exoten kleben am Gaumen, Parfümöl löst sich, es gibt sowohl in Nase und Mund eine künstliche Note neben Parfümöl und gelber Frucht  und er raucht etwas","lang und tropischMangofleisch mit Sternfrucht (süß, fruchtig gelb und etwas bitter) bleibt am Gaumen es lösen sich zarte Fassnotenauch hier feiner Rauch ",,,
Archer,1152,87.0,"Wow, deliciously sweet with candied apple, overripe pear, apricots, sweet oranges, mushy bananas. If you are unprepared, you will be hit with some force. In addition, a hint of vanilla and from behind, slowly coming, mild spices.  Over time, the overflowing sweetness passes, there is orange juice, vanilla, a pinch of fresh wood, freshly ground coffee beans.","Pretty strong start. At the beginning dry with fresh red apple, apricots, oranges. Fruity and woody at the same time. Honey, vanilla, cinnamon. Some gingerbread spice. Becomes bitter, sometimes on the border to (pleasant) bitter: English orange marmalade with bits. Peppermint at the end.","Medium-long and dry, menthol, oranges, vanilla, milk chocolate and some black pepper.",,,
megabreit,1152,90.0,"some smoke, ripe bananas, vanilla","Behind the fruit comes a lot of vanilla, a cloud of smoke and a dry oak note",Long and warm. Here the percentages are clearly noticeable.,,,
stefsel111,1152,86.0,,,,87,87,85
Albaron,1152,85.0,"The alcohol tickles immediately in the nose, but then bright fruits, immediately after pouring, applesauce, mirabelle plums, but also plums, oily, even a little later, the alcohol does not diminish, slightly sour, slightly bitter in the background and very little umami","Again, the alcohol, oily, meaty, mellow apple, mirabelle plums, then a few herbs and vanilla","The fruits are gone immediately, some milk chocolate, then immediately bitter in conjunction with a few herbs and also very warming, in the end again apple peel from the baked apple and especially old dry mellow wood",,,
Dieter_W,1152,85.0,,,,,,
Tom na Gruagaich,1152,80.0,"Sweet, yellow fruit, some spicy wood, somehow a hard aroma, slightly alcoholic, licorice, vanilla, caraway. Milder and sweet with water, this hard aroma is still there. I can not name it, it's kind of youthful and yet woody.","In the mouth first violently, massive cask strength very hot. Some apricot, but otherwise it will be warm. In the mouth now a lot of apricots, astonishingly bitter, lots of oak and spices, some black pepper.","Warm, sticky sweet, liquorice, some aprokose jam, a touch of oak. With water and a hint of wood smoke.",,,
Whisky.Hedonist.MY,1153,89.0,,,,90,88,88
lincolnimp,1153,87.0,,,,86,88,86
Rustamich,1153,,"Balsamic. Turpentine,thyme essence. Humus. The earthy note gives way to a sweeter one with toffee,orange custard and toasted almonds.","Very smooth and round,almost syrupy. Exotic fruit.Guava,lime, coconut milk.",Spicy. Powder ginger. Grippy oak. But clean.,,,
MasterMork,1155,84.0,,,,82,85,84
skeuma,1155,82.0,,,,,,
Whiskydufftown,1155,84.0,,,,83,86,84
Superted,1155,84.0,,,,84,82,87
Superted,1155,84.0,,,,,,
Georges,1157,80.0,,,,80,80,81
Georges,1157,80.0,"Sherry, rubbery, coffee, chocolate, caramel ","Sherry, rubbery, spicy, mint","Long, oranges, liquorice, dry",,,
stefsel111,1158,90.0,,,,91,90,89
Mark-E,1158,91.0,,,,91,91,90
Mark-E,1158,91.0,,,,91,91,90
Mark-E,1158,91.0,,,,91,91,90
Prof.Schoof,1158,,,,,,,
Hvdree,1158,89.0,,,,90,89,89
SilentStill,1158,82.0,"A Caol Ila, which does not straighten itself in the nose, but rather with soft citrus notes holds in the background and only once lured and then wants to be discovered. Then he turns out to be rather weak and just slightly smoky, sweet .... but (unfortunately) everything is pretty decent.","Very strong, already slightly alcoholic. In addition to the now more prominent emerging smoke but unfortunately also little bidding.",Long but also increasingly alcoholic.,,,
Gondwana,1160,91.0,,,,90,90,91
Furtia,1161,82.0,,,,83,83,83
pere,1163,80.0,"Maritime, smoke, salt, coal tar, smoked ham, peat, a bit sweetness.","Intense smoke, peat, iodine, salt, wood tar, a bit of sweet spices, pepper.","Wood tar, a bit burned, fruity, a bit of grass.",,,
lincolnimp,1164,91.0,,,,92,90,90
Hemdl,1164,88.0,"Not as wild and wild as I would have expected at the age of just seven. Of course, the alcohol is noticeable (no wonder in the volume percentages), also the extremely fresh kind suggests a younger age. However, there are no typical misses for juvenile bottlings, instead the unmistakable phenolic peat smoke, sweetish citrus and some salty popcorn.","But he can be had a good drink! Despite the almost 60% insanely pleasant (oily) mouthfeel. The alcohol wonderfully integrated, the typical tingling develops only after a few seconds. Here is a similar picture as in the nose. Sweet citrus notes, something in the direction of the ""Pottkorn"" with Ballechin. The whole accompanied by strong peat smoke and now also discreet oak.","Medium long and strong. Here, the oak-smoke combination once again plays out all the cards and lays like a veil over the palate without drying it out. A few sweet and salty flavors also appear again and ensure a successful variety and sufficient salivation - the desire for ""more"".  Succeeded!",,,
stefsel111,1164,89.0,,,,87,90,90
mer1973,1164,88.0,,,,87,88,88
squaadgras,1164,90.0,,,,88,90,90
Hvdree,1164,89.0,,,,88,90,90
ThS,1164,87.0,,,,,,
Gregers,1165,89.0,"Quite light, medicinal notes, old greasy leather, engine oil, ashes, acetone, vanilla, honey, a bit of toffee, dried herbs, light marshmallows. Lighter than expected.","Alcohol bite is quite sharp, then light medicinal notes show up with a good dose of cane sugar, some oak, slightly bitter grassy notes, wax, paraffin, some light peat smoke. Develops nicely on the second chew, which is more full, rich, and oily. Alcohol is also more aggressive, and it's drier. A bit of lemon oil, some camphor, just a bit of sulphur like from striking a match, and some wet rock minerality. Green grapes, some hay, not too sweet toffee, cooked vegetables, especially steamed carrots. Interesting mix. Third chew shows increasingly aggressive alcohol, notes of old worn leather, ashes, and a lot more smoke. If you like this style, it's really good right here.","Grassy bitterness, cooked vegetables, peat smoke, light medicinal notes, tiny bit of marshmallows, dried herbs, and some toffee. Long, smooth, and leaves a very nice taste.",85,90,92
Teresa,1165,88.0,,,,,,
Thermidor,1165,86.0,,,,,,
Prof.Schoof,1165,,,,,,,
Sjors,1167,88.0,,,,,,
markjedi1,1168,87.0,"The sherry cask is immediately prominent on the nose. The malty and veryflowery character of this Auchroisk is upholstered with sultanas, TurkishDelight and some tropical fruits like mango and pineapple, but also coffee andnougat. Caramel and toffee, honey and a bit of mint. But still ratheralcoholic, though. Adding some water does wonders. It adds fresh hints of wetgrass, buttercup and green tea.","It is very sharp and grainy on the palate, scorching hot. This needswater. A few drops makes it very sweet and fruity, what a surprise. Chocolatecakes with orange marmalade filling, mocha and sugared lime skin. Lovely.",The finish is long on caramel and dried fruit.,,,
Derekyu928,1170,91.0,,,,,,
Medea,1170,90.0,,,,90,90,90
HunterRomario,1176,83.0,,,,,,
Baanaanaabob,1177,91.0,,,,,,
Thematzie,1177,,,,,,,
Gatsby-62,1177,93.0,,,,,,
lincolnimp,1177,90.0,,,,90,91,91
lincolnimp,1177,90.0,Quite a lot of fruit mixed in with the sherry on blackberry and blackcurrant with a little raspberry. There is also some chocolate and Turkish delight. ,Quite bitter at first on strong coffee but then the fruit comes out. The sherry is at just the right quantity and does not swamp the profile.,"Long, warming and smooth.",,,
joho,1177,92.0,,,,,,
Dede,1177,93.0,"Impressive how this nose is marked by red fruits. It's literally strawberry jam and liquid cherry. Then come cocoa, precious woods, encaustic, varnish, candied orange zest, spices. All you have to expect from an old sherry cask is here.  
","In the right line of the nose from the aromatic point of view, it is powerful, dry and explosive. Red and black fruits in jam, cocoa, spices, a woody present but never dominant make a whisky at once exuberant and terribly elegant.","Long, intense, marked by tannins, red fruit jams and cocoa. Very slightly astringent.",,,
nulty,1177,92.0,"Superb exoticism very well accompanied by fine spices. A little cold, discreet varnish. What fruit, exotic, but also black, cooked (quetsches, prunes). Veil of smoke, honey, wax. Delicately woody, a little dry land. Which class !","Always so many fruits, even if we are rather on the red fruits a little candied. A little more wood, but it's never a problem. Spices, a little earth, smoke, old furniture. Beautiful length. Superb again, what finesse.  Final: long, fleeing, never dry.","Long, fleeing, never dry.",,,
Jean-Brice,1177,93.0,"More complex. A lot of red fruits (including strawberry jam), dark chocolate, some wood, rancio. Molten. Superb!",In the continuity of the nose,Long and woody,,,
joho,1177,92.0,,,,,,
markjedi1,1178,87.0,,,,,,
WhiskyNorway,1178,90.0,,,,90,92,89
lincolnimp,1178,87.0,,,,86,88,87
lincolnimp,1178,87.0,"Smells like marshmallow, vanilla, white wine and lemon","Very fizzy and zesty on buttercream, vanilla sponge and icing sugar.It is sweet and light with hints of butter.",Long with a spicy finish.A simple profile,,,
Georges,1179,78.0,,,,78,78,79
Georges,1179,78.0,"Fruity (apples, lemons), caramel, sultanas","Sweet, fresh, fruity (apples), spirity, toffee","Long, sweet, fruity",,,
markjedi1,1179,77.0,"The powerful nose offers mainly Granny Smith apples and lemongrass. Somegrain cookies and caramel. Pretty sharp, though. And rather simple, if I maysay so. It also has a dusty side. Do not leave it for ten minutes (like I did),for it simply falls apart. Adding water does not improve things. Then it tendsto bring out patato peel. Oh, well.","The attack is intense and a whole lot sweeter than the nose. Applesagain, skins included, but rather spirity. And a touch of rubber, as if chewinga balloon. I mean it. Let me add some water. Ah, much better! Sweet on toffee and sugared apples in the frying pan.","In the rather long finish, a small bitterness in the form of tannin andliquorice pops up. With water it is all ratherokay-ish.",,,
Sb17sw,1180,83.0,,,,,,
Georges,1180,79.0,,,,80,80,78
Georges,1180,79.0,"Flowery, grassy, some fruit (apricots, oranges)","Fresh, fruity (apricots), vanilla, honey","Short, fruity, sweet, delicate",,,
Superted,1181,85.0,,,,,,
KayMeertens,1183,85.0,"Grass, straw, lime, malt, orange, vanilla, banana and a light whiff of peat.","Grass, straw, lime, vanilla, orange, peat, liquorice, cookie and pepper.",More peat now. Milk chocolate and liquorice.,,,
Lorion,1185,90.0,"Intense vanilla and honey. Herbs mix in and a very subtle smoke, which is kept by the kräutrigen sweetness in the bridle. The sweetness increases more and more without overlapping.  Water: With water comes out wonderfully fresh citrus flavors, lemon roll.","Hot and liquid honey that rinses the mouth. Madness! Very full and intense, not sharp in the beginning. The smoke is a little stronger, but here, too, he remains trapped between the beguiling sweetness and the fruity freshness. The Nachschmecken is sweet, the mouth is occupied by a delicate honey-sweet layer. Great!  Water: Water does not change much on the palate, but decreases the intensity - a pity.","Very long and very warm. Hot honey, it is reminiscent of hot mead.",,,
JNuyts,1188,80.0,,,,81,80,80
hans1971,1188,88.0,,,,89,88,87
DDiep,1188,87.0,,,,88,87,85
Einfach_Supi,1188,80.0,"Rattendreck, old cellar, pear bowl, freshly mown grass. After a while, it becomes fruity, pear, apricot, artificial honey","Honey sweetness, pepper, the Kellermuff remains, overripe apricots push forward, with the second sip he is always sweeter.","Unspectacular with light fruit sweetness disappearing, in short",,,
Pikehunter,1188,84.0,,,,82,84,84
wbarchive_104650,1188,83.0,,,,,,
Gloin,1188,79.0,"Complex, apples, overripe, gum and sulfur, but no smoke, slightly spicy, slightly oak, lemon","Very soft, light body and mild onset, very slowly comes a delicate pungency on the tongue, then sulfur, gum, vanilla, light oak","Malt, delicate bitterness, the sulfur moves into the background, in the end the oak becomes slightly more present, medium to long",,,
Superted,1188,88.0,,,,88,88,88
Superted,1188,88.0,,,,,,
Erik Elixir,1188,89.0,,,,,,
Indianerhäuptling,1190,89.0,,,,90,89,89
Sb17sw,1190,88.0,,,,90,87,89
Missalotta,1190,90.0,"Caramel, a touch of vanilla, raisins, sweet sherry, fantastic nose.","typical sherry taste, was almost too long in the sherry barrel, he goes easily into woody or dark chocolate.","Finish: medium, would have a more dominant of the many sherry. longer departure expected. He tolerates little or no water, he is then very neutral almost watery.",,,
HunterRomario,1190,91.0,,,,,,
Seanzhang,1192,91.0,,,,91,93,90
JeanChan,1192,91.0,,,,,,
nigel_tufnel,1192,,,,,,,
ColdAesthetics,1193,89.0,"Great Anejo Tequila? Very own, slightly artificial sweetness, agave syrup, develops very interestingly with warmth, further intense notes, camphor, cardamom, oak in honey, sweet yeast pastries, light raisins and marzipan, almond tarts, pear chips","Very own, cool, dry sweetness, mix of different sweet teas and milk coffee with sugar, with tropical fruit, chamomile, roibos and white tea, with papaya, mango, pineapple, dragon fruit, guava, liquorice, rose water, sweet malt, candied ginger, Milkshake, vanilla, almond milk","Candied ginger, green tea, dried pineapple, licorice, long",,,
volker40sw,1193,92.0,,,,,,
Titi94,1195,90.0,,,,,,
MaltMartin,1198,85.0,Lots of citrus fruit. Lemon and grapefruit. Quite alcoholic in the nose.,Fresh and clean. Estery. Peel-zest. Paprika and mint. Some pepper as well.,Lomg and lingering. The sweet citrus fruit remains for a long time.,,,
PierreDH,1198,84.0,"Acid at first glance, apple cider vinegar. Becomes rounder with aeration, softer also A little grenadine. Flagrant lack of expressiveness.","Dry, astringent, hot.","A little dried fruit, milk chocolate.",,,
Lafroy,1198,82.0,"Light dryness, white currants, grapefruitpeel, melon, wet sand on the beach, hints of mint, and gooseberry.","White currant with sugar, hot sweetness, lightwine, gooseberry, dried grapefruit peel, cream pudding cake with sour cream.","Very long, hot, creamy, semidry.",,,
MaltMartin,1199,89.0,"Sweetness, vanilla, lemon, spirity.","Honey and vanilla, some aceton? Hot, intense and quite rich, but smooth and creamy as well.",Long and sweet.,,,
Ras Mazunga,1199,92.0,,,,,,
lincolnimp,1200,91.0,"Good nose, smells like an old blend (great), a little salty , a little creamy and almost like an bourbon so there is a lot going on here.Faint hints of orange zest, mahogany, mango and a little red apple.The nose is slightly perfumy like some of the old Glen Garioch OB.","A wave of peat smashed you tongue, mixed with truck loads of spices and some caramel, wow now that is an attack for sure.Once your mouth gets used to it there are lots of fruit, tropical fruits that is but also some nice syrupy cake notes.It develops further with a really creamy palate but then again the peat and sherry are having a scrap and there is little balance to speak of but my it is entertaining","Long, spicy finish with hints of fruit to the end and the peat is in the background, the spice holds it at bay.With water:- (7 drops from a pipette)The nose is beautiful now and even sweeter and there is more fruit.Not as fizzy but still really peaty and the sweet fruit is a good counterbalance.With a few more drops of water:-Smoothing out now but the spice and peat seem to got a 2nd wind.Finish is massive , so long and so challenging.",91,90,92
